Obs	SALARIO_BASE	GASTO_EN_SAL
2581	" $13,410.29 "	 $31.63 
2582	" $30,524.70 "	 $31.86 
2583	" $21,497.26 "	 $27.45 
2584	" $60,407.30 "	 $30.15 
2585	" $57,565.53 "	 $18.64 
2586	" $8,577.07 "	 $20.22 
2587	" $22,347.29 "	 $23.18 
2588	" $27,785.44 "	 $22.46 
2589	" $58,549.68 "	 $27.66 
2590	" $35,761.29 "	 $25.51 
2591	" $24,861.26 "	 $19.68 
2592	" $30,995.11 "	 $26.74 
2593	" $29,721.86 "	 $25.96 
2594	" $26,886.86 "	 $25.77 
2595	" $32,048.39 "	 $20.35 
2596	" $16,392.78 "	 $18.68 
2597	" $16,866.24 "	 $25.17 
2598	" $22,758.06 "	 $22.92 
2599	" $12,560.70 "	 $25.33 
2600	" $26,455.86 "	 $26.10 
2601	" $14,088.11 "	 $24.54 
2602	" $21,251.26 "	 $21.20 
2603	" $25,477.89 "	 $22.70 
2604	" $35,793.52 "	 $22.00 
2605	" $27,483.96 "	 $24.79 
2606	" $40,387.58 "	 $20.20 
2607	" $19,814.18 "	 $20.62 
2608	" $21,480.14 "	 $29.06 
2609	" $26,474.88 "	 $24.57 
2610	" $60,957.36 "	 $34.50 
2611	" $18,512.27 "	 $27.15 
2612	" $10,014.04 "	 $18.92 
2613	" $24,940.37 "	 $36.74 
2614	" $17,009.65 "	 $17.12 
2615	" $33,808.38 "	 $21.87 
2616	" $57,832.53 "	 $33.14 
2617	" $29,929.50 "	 $24.32 
2618	" $24,622.83 "	 $28.63 
2619	" $28,182.65 "	 $17.72 
2620	" $23,387.57 "	 $21.35 
2621	" $43,254.13 "	 $22.74 
2622	" $18,927.68 "	 $26.88 
2623	" $34,002.06 "	 $25.13 
2624	" $48,729.77 "	 $27.52 
2625	" $34,899.55 "	 $21.28 
2626	" $23,266.47 "	 $22.74 
2627	" $103,861.25 "	 $25.63 
2628	" $17,448.45 "	 $21.05 
2629	" $32,032.36 "	 $19.07 
2630	" $15,045.91 "	 $27.65 
2631	" $22,252.49 "	 $19.77 
2632	" $11,436.30 "	 $21.15 
2633	" $13,591.58 "	 $28.92 
2634	" $24,903.95 "	 $24.65 
2635	" $33,192.54 "	 $23.10 
2636	" $39,975.59 "	 $28.19 
2637	" $31,222.69 "	 $25.91 
2638	" $26,796.51 "	 $33.01 
2639	" $24,989.17 "	 $16.19 
2640	" $20,037.56 "	 $37.80 
2641	" $31,701.58 "	 $22.42 
2642	" $20,475.43 "	 $23.95 
2643	" $23,593.06 "	 $21.20 
2644	" $57,673.97 "	 $23.18 
2645	" $29,634.84 "	 $30.07 
2646	" $35,559.57 "	 $21.55 
2647	" $19,594.29 "	 $18.41 
2648	" $15,261.42 "	 $24.56 
2649	" $26,148.01 "	 $23.69 
2650	" $13,985.50 "	 $19.89 
2651	" $30,976.42 "	 $18.76 
2652	" $29,827.46 "	 $26.96 
2653	" $32,795.44 "	 $21.48 
2654	" $28,562.74 "	 $24.38 
2655	" $57,833.24 "	 $19.55 
2656	" $41,927.41 "	 $27.13 
2657	" $32,967.78 "	 $21.99 
2658	" $38,013.26 "	 $20.17 
2659	" $28,206.03 "	 $25.14 
2660	" $28,735.08 "	 $20.02 
2661	" $23,932.40 "	 $16.15 
2662	" $9,276.80 "	 $22.43 
2663	" $29,083.17 "	 $28.74 
2664	" $30,826.14 "	 $23.63 
2665	" $28,384.55 "	 $27.69 
2666	" $28,132.17 "	 $22.95 
2667	" $20,166.32 "	 $26.08 
2668	" $21,114.63 "	 $20.88 
2669	" $45,200.82 "	 $26.76 
2670	" $35,121.31 "	 $23.49 
2671	" $20,514.42 "	 $28.55 
2672	" $56,734.16 "	 $29.89 
2673	" $39,324.12 "	 $21.89 
2674	" $12,496.76 "	 $31.16 
2675	" $34,232.79 "	 $18.48 
2676	" $14,962.24 "	 $31.17 
2677	" $24,377.02 "	 $29.36 
2678	" $38,936.88 "	 $28.85 
2679	" $28,990.70 "	 $24.24 
2680	" $11,587.87 "	 $23.77 
2681	" $38,690.13 "	 $29.78 
2682	" $63,431.24 "	 $33.46 
2683	" $29,989.63 "	 $25.59 
2684	" $27,964.39 "	 $29.47 
2685	" $96,108.28 "	 $34.60 
2686	" $21,528.78 "	 $15.18 
2687	" $53,155.53 "	 $24.06 
2688	" $18,879.58 "	 $30.52 
2689	" $37,756.16 "	 $19.48 
2690	" $19,209.75 "	 $28.96 
2691	" $50,041.00 "	 $21.83 
2692	" $37,905.73 "	 $23.90 
2693	" $32,769.53 "	 $26.08 
2694	" $25,983.40 "	 $30.20 
2695	" $72,876.79 "	 $22.62 
2696	" $27,865.22 "	 $30.96 
2697	" $68,832.99 "	 $24.29 
2698	" $25,919.54 "	 $25.31 
2699	" $15,604.49 "	 $26.10 
2700	" $21,495.67 "	 $34.95 
2701	" $33,835.92 "	 $21.06 
2702	" $21,060.63 "	 $22.69 
2703	" $24,256.39 "	 $23.71 
2704	" $22,055.80 "	 $22.88 
2705	" $21,775.48 "	 $21.87 
2706	" $20,588.52 "	 $21.34 
2707	" $19,722.17 "	 $21.44 
2708	" $36,071.67 "	 $22.49 
2709	" $22,251.42 "	 $25.33 
2710	" $49,968.12 "	 $35.14 
2711	" $35,505.30 "	 $26.29 
2712	" $28,664.60 "	 $31.26 
2713	" $75,357.67 "	 $33.19 
2714	" $38,454.19 "	 $22.23 
2715	" $34,693.85 "	 $25.46 
2716	" $36,894.47 "	 $34.96 
2717	" $23,269.45 "	 $25.94 
2718	" $11,425.52 "	 $24.64 
2719	" $26,147.25 "	 $13.69 
2720	" $27,463.38 "	 $30.32 
2721	" $28,052.11 "	 $23.61 
2722	" $26,095.10 "	 $21.91 
2723	" $22,022.92 "	 $22.31 
2724	" $49,225.00 "	 $24.49 
2725	" $14,460.66 "	 $22.59 
2726	" $22,574.48 "	 $28.16 
2727	" $44,590.24 "	 $21.26 
2728	" $26,463.70 "	 $30.30 
2729	" $41,986.80 "	 $21.93 
2730	" $31,446.72 "	 $18.32 
2731	" $19,490.58 "	 $23.02 
2732	" $27,177.52 "	 $41.02 
2733	" $26,857.53 "	 $24.65 
2734	" $30,202.64 "	 $27.95 
2735	" $19,106.22 "	 $15.88 
2736	" $39,640.79 "	 $23.17 
2737	" $67,710.24 "	 $25.62 
2738	" $23,874.55 "	 $14.12 
2739	" $29,755.89 "	 $24.80 
2740	" $30,186.61 "	 $22.29 
2741	" $34,606.01 "	 $18.20 
2742	" $14,869.31 "	 $28.12 
2743	" $40,582.97 "	 $20.20 
2744	" $35,662.02 "	 $25.75 
2745	" $50,806.56 "	 $33.72 
2746	" $27,175.68 "	 $32.31 
2747	" $19,775.87 "	 $22.49 
2748	" $44,821.97 "	 $29.82 
2749	" $31,042.01 "	 $19.81 
2750	" $44,532.92 "	 $17.00 
2751	" $16,523.33 "	 $30.14 
2752	" $48,457.03 "	 $24.45 
2753	" $25,505.88 "	 $33.77 
2754	" $25,640.45 "	 $29.98 
2755	" $18,919.45 "	 $22.86 
2756	" $24,117.95 "	 $20.24 
2757	" $16,894.43 "	 $16.62 
2758	" $30,103.05 "	 $28.65 
2759	" $30,992.56 "	 $30.90 
2760	" $21,332.99 "	 $28.57 
2761	" $17,294.92 "	 $17.00 
2762	" $29,450.63 "	 $30.59 
2763	" $19,085.18 "	 $21.43 
2764	" $16,611.14 "	 $25.70 
2765	" $43,865.39 "	 $28.06 
2766	" $18,178.88 "	 $24.19 
2767	" $25,506.14 "	 $23.77 
2768	" $22,117.62 "	 $26.14 
2769	" $44,807.75 "	 $15.04 
2770	" $39,960.86 "	 $28.43 
2771	" $30,122.06 "	 $26.07 
2772	" $35,289.92 "	 $20.50 
2773	" $45,581.69 "	 $27.97 
2774	" $31,901.82 "	 $14.82 
2775	" $38,661.02 "	 $30.44 
2776	" $31,863.90 "	 $22.69 
2777	" $30,984.88 "	 $27.01 
2778	" $22,436.52 "	 $29.24 
2779	" $28,197.08 "	 $24.95 
2780	" $16,549.43 "	 $25.39 
2781	" $23,646.71 "	 $29.97 
2782	" $37,863.83 "	 $25.02 
2783	" $20,710.94 "	 $25.69 
2784	" $37,489.77 "	 $16.61 
2785	" $27,950.00 "	 $29.65 
2786	" $46,288.65 "	 $24.76 
2787	" $22,046.17 "	 $13.40 
2788	" $23,629.24 "	 $34.23 
2789	" $37,571.64 "	 $18.31 
2790	" $11,574.62 "	 $27.43 
2791	" $42,023.81 "	 $31.74 
2792	" $32,698.37 "	 $29.10 
2793	" $46,518.48 "	 $32.61 
2794	" $21,268.58 "	 $28.29 
2795	" $12,839.52 "	 $30.33 
2796	" $48,464.35 "	 $31.21 
2797	" $28,480.45 "	 $16.15 
2798	" $28,830.61 "	 $23.20 
2799	" $15,527.90 "	 $30.34 
2800	" $57,383.35 "	 $19.76 
2801	" $33,102.52 "	 $20.26 
2802	" $28,104.35 "	 $21.95 
2803	" $25,380.79 "	 $22.78 
2804	" $15,798.93 "	 $26.33 
2805	" $23,053.03 "	 $21.82 
2806	" $20,906.16 "	 $23.24 
2807	" $36,564.47 "	 $35.72 
2808	" $17,824.20 "	 $30.92 
2809	" $28,834.12 "	 $29.47 
2810	" $22,004.96 "	 $19.44 
2811	" $35,292.21 "	 $24.37 
2812	" $21,133.09 "	 $33.64 
2813	" $18,148.60 "	 $16.88 
2814	" $36,416.71 "	 $21.35 
2815	" $25,790.72 "	 $40.03 
2816	" $31,194.32 "	 $26.88 
2817	" $43,065.01 "	 $37.03 
2818	" $45,611.79 "	 $16.91 
2819	" $18,297.20 "	 $30.85 
2820	" $49,967.99 "	 $24.97 
2821	" $14,597.33 "	 $18.10 
2822	" $36,113.30 "	 $20.31 
2823	" $49,717.26 "	 $21.76 
2824	" $17,416.41 "	 $26.93 
2825	" $29,815.08 "	 $18.62 
2826	" $12,769.64 "	 $23.78 
2827	" $23,330.17 "	 $25.36 
2828	" $17,529.27 "	 $27.65 
2829	" $47,172.30 "	 $26.92 
2830	" $19,748.61 "	 $21.33 
2831	" $27,836.13 "	 $18.25 
2832	" $35,652.11 "	 $27.49 
2833	" $43,270.73 "	 $21.28 
2834	" $31,995.69 "	 $26.96 
2835	" $31,082.10 "	 $21.16 
2836	" $58,831.30 "	 $36.32 
2837	" $30,242.03 "	 $21.52 
2838	" $27,553.30 "	 $26.54 
2839	" $29,797.70 "	 $30.01 
2840	" $16,642.78 "	 $19.01 
2841	" $26,652.32 "	 $22.11 
2842	" $28,091.89 "	 $19.37 
2843	" $24,203.36 "	 $24.52 
2844	" $23,812.69 "	 $22.10 
2845	" $27,642.86 "	 $24.33 
2846	" $19,737.94 "	 $27.99 
2847	" $33,954.89 "	 $25.70 
2848	" $24,775.28 "	 $28.22 
2849	" $18,410.10 "	 $31.22 
2850	" $16,851.76 "	 $23.97 
2851	" $23,974.51 "	 $17.35 
2852	" $23,530.10 "	 $28.40 
2853	" $21,180.33 "	 $26.85 
2854	" $57,048.29 "	 $35.34 
2855	" $23,613.90 "	 $33.34 
2856	" $14,851.30 "	 $30.85 
2857	" $40,064.02 "	 $38.87 
2858	" $16,354.45 "	 $24.46 
2859	" $31,130.96 "	 $15.76 
2860	" $11,629.13 "	 $24.29 
2861	" $25,423.38 "	 $25.79 
2862	" $32,568.79 "	 $32.37 
2863	" $30,761.50 "	 $29.19 
2864	" $15,144.61 "	 $28.41 
2865	" $46,325.86 "	 $20.60 
2866	" $45,346.31 "	 $25.73 
2867	" $45,640.28 "	 $23.18 
2868	" $34,845.27 "	 $29.11 
2869	" $54,278.69 "	 $31.18 
2870	" $10,842.07 "	 $19.76 
2871	" $26,997.51 "	 $35.63 
2872	" $26,974.80 "	 $13.63 
2873	" $30,352.21 "	 $36.66 
2874	" $24,555.48 "	 $26.46 
2875	" $31,505.67 "	 $33.25 
2876	" $12,401.52 "	 $23.42 
2877	" $21,992.23 "	 $23.90 
2878	" $14,540.12 "	 $25.49 
2879	" $53,219.98 "	 $22.03 
2880	" $9,378.82 "	 $22.12 
2881	" $18,619.34 "	 $30.43 
2882	" $35,034.60 "	 $28.94 
2883	" $28,796.70 "	 $27.39 
2884	" $19,186.51 "	 $22.20 
2885	" $23,441.49 "	 $32.60 
2886	" $26,446.61 "	 $29.48 
2887	" $42,809.29 "	 $17.78 
2888	" $19,116.42 "	 $26.09 
2889	" $23,958.64 "	 $19.78 
2890	" $38,380.99 "	 $26.28 
2891	" $47,627.13 "	 $28.19 
2892	" $23,749.24 "	 $23.87 
2893	" $34,268.31 "	 $33.68 
2894	" $26,979.19 "	 $26.85 
2895	" $28,430.07 "	 $22.57 
2896	" $20,062.58 "	 $23.18 
2897	" $39,335.15 "	 $28.69 
2898	" $45,898.04 "	 $19.20 
2899	" $27,694.49 "	 $22.74 
2900	" $44,212.14 "	 $26.38 
2901	" $28,519.02 "	 $27.97 
2902	" $25,490.41 "	 $27.76 
2903	" $31,688.36 "	 $26.33 
2904	" $22,076.24 "	 $23.85 
2905	" $29,737.88 "	 $16.90 
2906	" $17,664.77 "	 $27.81 
2907	" $31,292.93 "	 $27.49 
2908	" $29,707.35 "	 $20.47 
2909	" $24,751.82 "	 $24.41 
2910	" $13,773.75 "	 $11.47 
2911	" $43,482.93 "	 $24.92 
2912	" $28,341.72 "	 $23.34 
2913	" $16,545.63 "	 $28.87 
2914	" $20,150.70 "	 $18.94 
2915	" $23,080.59 "	 $27.92 
2916	" $40,141.63 "	 $31.85 
2917	" $17,756.02 "	 $26.44 
2918	" $23,546.69 "	 $26.88 
2919	" $16,638.42 "	 $31.73 
2920	" $12,534.50 "	 $38.27 
2921	" $22,891.04 "	 $22.33 
2922	" $26,767.42 "	 $19.62 
2923	" $24,816.04 "	 $30.76 
2924	" $54,849.70 "	 $36.37 
2925	" $40,772.54 "	 $19.04 
2926	" $30,113.88 "	 $33.87 
2927	" $12,450.18 "	 $25.88 
2928	" $16,933.73 "	 $22.20 
2929	" $23,643.53 "	 $21.91 
2930	" $27,570.70 "	 $28.17 
2931	" $65,614.47 "	 $21.54 
2932	" $24,785.75 "	 $31.71 
2933	" $15,434.38 "	 $24.38 
2934	" $22,891.27 "	 $25.87 
2935	" $19,367.86 "	 $17.64 
2936	" $31,933.48 "	 $25.72 
2937	" $52,220.84 "	 $22.27 
2938	" $22,648.36 "	 $25.97 
2939	" $18,066.05 "	 $24.35 
2940	" $20,339.89 "	 $13.87 
2941	" $21,593.43 "	 $24.66 
2942	" $55,212.91 "	 $25.59 
2943	" $31,635.67 "	 $25.01 
2944	" $25,403.36 "	 $26.28 
2945	" $21,977.47 "	 $28.44 
2946	" $33,930.51 "	 $19.99 
2947	" $33,571.88 "	 $20.80 
2948	" $47,275.75 "	 $25.67 
2949	" $20,019.99 "	 $16.20 
2950	" $26,686.90 "	 $29.24 
2951	" $21,563.27 "	 $31.97 
2952	" $41,008.51 "	 $33.98 
2953	" $23,881.25 "	 $31.22 
2954	" $36,854.93 "	 $31.54 
2955	" $16,928.23 "	 $18.61 
2956	" $30,175.71 "	 $16.28 
2957	" $21,959.38 "	 $27.23 
2958	" $50,713.91 "	 $19.61 
2959	" $24,224.11 "	 $34.20 
2960	" $50,883.01 "	 $20.12 
2961	" $30,751.67 "	 $27.74 
2962	" $22,432.92 "	 $24.63 
2963	" $28,273.44 "	 $20.47 
2964	" $21,914.98 "	 $37.69 
2965	" $48,377.21 "	 $30.24 
2966	" $34,156.61 "	 $22.51 
2967	" $30,377.03 "	 $15.50 
2968	" $55,440.07 "	 $11.10 
2969	" $22,161.00 "	 $18.91 
2970	" $26,219.45 "	 $25.82 
2971	" $14,106.52 "	 $21.19 
2972	" $50,102.14 "	 $33.21 
2973	" $17,162.58 "	 $25.28 
2974	" $15,417.98 "	 $23.05 
2975	" $32,914.43 "	 $24.63 
2976	" $34,266.35 "	 $20.62 
2977	" $23,684.27 "	 $18.79 
2978	" $13,030.25 "	 $23.87 
2979	" $14,656.02 "	 $30.94 
2980	" $36,621.14 "	 $33.78 
2981	" $22,816.53 "	 $27.74 
2982	" $26,927.59 "	 $27.75 
2983	" $18,202.67 "	 $29.31 
2984	" $39,324.79 "	 $32.30 
2985	" $19,545.86 "	 $35.18 
2986	" $28,813.74 "	 $31.46 
2987	" $11,901.63 "	 $22.91 
2988	" $25,633.97 "	 $26.46 
2989	" $28,867.57 "	 $27.51 
2990	" $33,600.08 "	 $17.80 
2991	" $17,861.71 "	 $22.28 
2992	" $69,124.26 "	 $19.93 
2993	" $28,755.65 "	 $32.19 
2994	" $22,432.32 "	 $25.87 
2995	" $50,274.42 "	 $19.78 
2996	" $10,814.76 "	 $29.30 
2997	" $23,910.23 "	 $14.66 
2998	" $31,609.79 "	 $21.15 
2999	" $10,811.35 "	 $24.71 
3000	" $7,265.47 "	 $23.70 
3001	" $23,654.67 "	 $19.94 
3002	" $19,503.76 "	 $11.02 
3003	" $15,574.63 "	 $22.13 
3004	" $18,282.56 "	 $25.60 
3005	" $36,580.87 "	 $21.32 
3006	" $30,084.00 "	 $23.73 
3007	" $27,003.85 "	 $26.12 
3008	" $34,164.87 "	 $18.10 
3009	" $10,460.37 "	 $23.31 
3010	" $20,536.76 "	 $26.35 
3011	" $23,614.80 "	 $32.59 
3012	" $16,258.27 "	 $23.53 
3013	" $61,176.40 "	 $35.57 
3014	" $17,305.72 "	 $27.90 
3015	" $18,517.57 "	 $22.63 
3016	" $18,954.58 "	 $25.27 
3017	" $39,263.54 "	 $29.83 
3018	" $34,343.04 "	 $26.43 
3019	" $23,473.82 "	 $21.29 
3020	" $33,974.37 "	 $22.35 
3021	" $32,722.71 "	 $19.01 
3022	" $14,992.43 "	 $30.37 
3023	" $11,378.55 "	 $23.40 
3024	" $41,677.94 "	 $29.19 
3025	" $31,836.09 "	 $36.51 
3026	" $12,435.33 "	 $32.98 
3027	" $30,112.51 "	 $27.69 
3028	" $20,159.12 "	 $30.65 
3029	" $37,263.27 "	 $20.96 
3030	" $30,194.18 "	 $16.27 
3031	" $23,926.39 "	 $23.50 
3032	" $38,525.39 "	 $20.96 
3033	" $25,345.32 "	 $33.02 
3034	" $36,972.40 "	 $31.34 
3035	" $27,081.53 "	 $20.44 
3036	" $33,060.31 "	 $22.03 
3037	" $17,141.72 "	 $26.30 
3038	" $20,793.63 "	 $32.24 
3039	" $22,959.63 "	 $32.29 
3040	" $17,126.90 "	 $19.03 
3041	" $23,182.86 "	 $29.75 
3042	" $40,335.13 "	 $33.47 
3043	" $22,258.89 "	 $17.77 
3044	" $33,753.39 "	 $23.66 
3045	" $25,056.69 "	 $22.72 
3046	" $21,303.42 "	 $22.40 
3047	" $22,657.43 "	 $19.64 
3048	" $32,065.52 "	 $23.57 
3049	" $31,175.57 "	 $26.99 
3050	" $23,613.93 "	 $21.38 
3051	" $20,941.99 "	 $26.51 
3052	" $50,659.54 "	 $26.88 
3053	" $35,545.03 "	 $32.43 
3054	" $26,135.39 "	 $29.06 
3055	" $28,650.45 "	 $18.71 
3056	" $21,942.48 "	 $24.72 
3057	" $19,016.77 "	 $20.11 
3058	" $25,785.03 "	 $26.58 
3059	" $53,990.28 "	 $24.32 
3060	" $33,530.69 "	 $21.87 
3061	" $54,424.92 "	 $21.34 
3062	" $26,805.78 "	 $20.77 
3063	" $33,113.42 "	 $28.97 
3064	" $28,803.85 "	 $23.72 
3065	" $40,757.32 "	 $27.33 
3066	" $36,018.76 "	 $30.96 
3067	" $20,704.82 "	 $18.97 
3068	" $32,059.24 "	 $33.22 
3069	" $30,079.53 "	 $22.94 
3070	" $29,093.81 "	 $30.04 
3071	" $29,160.95 "	 $25.60 
3072	" $31,013.60 "	 $22.27 
3073	" $30,276.56 "	 $19.69 
3074	" $27,407.17 "	 $24.12 
3075	" $29,504.43 "	 $21.00 
3076	" $40,230.54 "	 $13.47 
3077	" $33,365.37 "	 $28.63 
3078	" $18,891.62 "	 $15.98 
3079	" $18,481.56 "	 $29.89 
3080	" $27,302.70 "	 $16.28 
3081	" $12,005.92 "	 $30.53 
3082	" $25,523.39 "	 $28.97 
3083	" $35,666.61 "	 $26.04 
3084	" $27,985.15 "	 $23.10 
3085	" $27,541.59 "	 $19.21 
3086	" $17,471.47 "	 $31.83 
3087	" $17,943.98 "	 $24.37 
3088	" $32,510.57 "	 $19.79 
3089	" $27,561.31 "	 $21.82 
3090	" $13,738.26 "	 $27.94 
3091	" $24,486.99 "	 $23.45 
3092	" $21,353.96 "	 $22.28 
3093	" $23,568.06 "	 $29.24 
3094	" $25,004.64 "	 $17.33 
3095	" $45,476.73 "	 $24.48 
3096	" $53,756.05 "	 $36.91 
3097	" $23,236.54 "	 $21.36 
3098	" $18,118.02 "	 $23.03 
3099	" $25,228.43 "	 $26.78 
3100	" $30,773.60 "	 $26.59 
3101	" $29,014.49 "	 $20.20 
3102	" $10,900.07 "	 $24.38 
3103	" $9,684.32 "	 $27.07 
3104	" $24,700.50 "	 $17.41 
3105	" $40,840.99 "	 $25.76 
3106	" $22,860.41 "	 $27.96 
3107	" $19,259.56 "	 $20.54 
3108	" $61,164.73 "	 $27.60 
3109	" $36,508.63 "	 $25.56 
3110	" $16,684.12 "	 $23.21 
3111	" $21,643.23 "	 $27.69 
3112	" $25,777.21 "	 $22.65 
3113	" $44,755.90 "	 $33.45 
3114	" $55,193.62 "	 $24.68 
3115	" $12,817.84 "	 $24.44 
3116	" $41,564.38 "	 $24.55 
3117	" $30,970.72 "	 $17.61 
3118	" $15,985.26 "	 $23.40 
3119	" $27,704.50 "	 $21.44 
3120	" $10,101.24 "	 $25.75 
3121	" $41,248.97 "	 $21.60 
3122	" $14,834.44 "	 $23.91 
3123	" $14,990.05 "	 $24.20 
3124	" $13,763.52 "	 $16.08 
3125	" $21,882.37 "	 $22.95 
3126	" $27,512.78 "	 $26.43 
3127	" $24,427.32 "	 $27.72 
3128	" $25,098.91 "	 $10.12 
3129	" $34,478.20 "	 $25.31 
3130	" $13,029.41 "	 $27.47 
3131	" $33,447.79 "	 $19.77 
3132	" $13,913.78 "	 $24.75 
3133	" $30,946.72 "	 $30.42 
3134	" $29,147.31 "	 $21.50 
3135	" $95,352.91 "	 $27.59 
3136	" $32,517.04 "	 $27.42 
3137	" $33,292.96 "	 $21.41 
3138	" $33,001.24 "	 $20.49 
3139	" $36,226.06 "	 $28.77 
3140	" $29,267.98 "	 $27.79 
3141	" $18,659.58 "	 $27.70 
3142	" $20,391.72 "	 $18.68 
3143	" $40,739.42 "	 $29.75 
3144	" $30,351.15 "	 $29.33 
3145	" $26,900.39 "	 $30.50 
3146	" $27,092.72 "	 $28.78 
3147	" $9,915.04 "	 $23.57 
3148	" $34,314.62 "	 $19.63 
3149	" $33,009.09 "	 $24.68 
3150	" $48,748.23 "	 $35.70 
3151	" $22,258.80 "	 $23.19 
3152	" $18,561.17 "	 $20.67 
3153	" $40,009.74 "	 $19.44 
3154	" $37,322.81 "	 $30.36 
3155	" $39,167.08 "	 $23.71 
3156	" $23,496.91 "	 $25.66 
3157	" $40,375.23 "	 $31.64 
3158	" $26,849.80 "	 $20.55 
3159	" $22,124.56 "	 $27.56 
3160	" $32,665.01 "	 $17.98 
3161	" $23,321.09 "	 $28.03 
3162	" $25,646.19 "	 $27.87 
3163	" $56,027.54 "	 $38.38 
3164	" $25,922.48 "	 $24.86 
3165	" $58,744.26 "	 $16.24 
3166	" $33,433.65 "	 $24.38 
3167	" $34,797.28 "	 $34.67 
3168	" $30,293.85 "	 $27.34 
3169	" $25,100.48 "	 $16.38 
3170	" $52,125.39 "	 $33.48 
3171	" $17,853.09 "	 $23.64 
3172	" $49,564.85 "	 $18.90 
3173	" $39,828.44 "	 $30.23 
3174	" $33,373.17 "	 $18.32 
3175	" $10,010.83 "	 $23.68 
3176	" $20,401.66 "	 $21.99 
3177	" $25,258.64 "	 $14.02 
3178	" $17,029.05 "	 $19.32 
3179	" $18,656.87 "	 $23.45 
3180	" $40,965.52 "	 $20.93 
3181	" $24,447.01 "	 $34.02 
3182	" $45,490.26 "	 $23.43 
3183	" $29,257.19 "	 $25.14 
3184	" $32,911.46 "	 $20.72 
3185	" $9,528.50 "	 $27.66 
3186	" $32,605.90 "	 $27.70 
3187	" $24,526.13 "	 $25.90 
3188	" $36,835.12 "	 $28.64 
3189	" $43,322.13 "	 $21.97 
3190	" $19,610.72 "	 $29.47 
3191	" $29,157.84 "	 $21.55 
3192	" $26,422.90 "	 $25.77 
3193	" $44,996.33 "	 $25.56 
3194	" $29,317.53 "	 $26.90 
3195	" $39,579.15 "	 $24.60 
3196	" $37,638.35 "	 $27.39 
3197	" $23,731.12 "	 $14.43 
3198	" $30,161.92 "	 $17.89 
3199	" $55,083.23 "	 $22.85 
3200	" $32,088.97 "	 $27.12 
3201	" $42,979.94 "	 $24.38 
3202	" $19,572.23 "	 $28.42 
3203	" $45,025.34 "	 $19.10 
3204	" $24,285.26 "	 $27.58 
3205	" $19,716.86 "	 $25.26 
3206	" $33,254.79 "	 $23.44 
3207	" $20,988.71 "	 $28.74 
3208	" $18,767.73 "	 $21.50 
3209	" $18,106.15 "	 $28.41 
3210	" $33,209.46 "	 $28.56 
3211	" $39,766.43 "	 $19.80 
3212	" $23,235.70 "	 $25.07 
3213	" $24,666.77 "	 $27.44 
3214	" $37,424.34 "	 $25.11 
3215	" $36,572.05 "	 $17.38 
3216	" $21,495.24 "	 $29.12 
3217	" $27,482.81 "	 $26.97 
3218	" $17,459.82 "	 $17.09 
3219	" $32,123.54 "	 $25.00 
3220	" $18,644.53 "	 $24.83 
3221	" $13,455.15 "	 $26.00 
3222	" $24,461.50 "	 $30.91 
3223	" $37,919.15 "	 $24.24 
3224	" $19,390.12 "	 $30.30 
3225	" $24,669.25 "	 $30.54 
3226	" $22,892.96 "	 $30.43 
3227	" $53,391.50 "	 $24.69 
3228	" $19,368.89 "	 $29.36 
3229	" $33,179.47 "	 $21.42 
3230	" $23,339.99 "	 $16.55 
3231	" $29,256.06 "	 $35.83 
3232	" $19,587.42 "	 $14.23 
3233	" $30,568.63 "	 $25.52 
3234	" $23,661.84 "	 $29.17 
3235	" $39,754.99 "	 $26.06 
3236	" $22,469.63 "	 $21.61 
3237	" $14,114.19 "	 $28.89 
3238	" $22,191.51 "	 $24.00 
3239	" $50,530.83 "	 $25.14 
3240	" $31,808.24 "	 $23.50 
3241	" $20,988.93 "	 $22.89 
3242	" $34,931.76 "	 $25.89 
3243	" $24,289.18 "	 $28.65 
3244	" $42,348.14 "	 $20.39 
3245	" $21,872.59 "	 $23.46 
3246	" $17,240.27 "	 $20.88 
3247	" $30,327.78 "	 $21.39 
3248	" $12,945.59 "	 $31.24 
3249	" $40,188.04 "	 $27.82 
3250	" $40,000.28 "	 $24.70 
3251	" $42,693.16 "	 $22.60 
3252	" $36,845.92 "	 $21.49 
3253	" $69,771.96 "	 $31.43 
3254	" $27,992.13 "	 $24.08 
3255	" $14,997.33 "	 $27.16 
3256	" $21,430.17 "	 $22.81 
3257	" $19,224.44 "	 $26.76 
3258	" $11,914.15 "	 $30.41 
3259	" $54,352.35 "	 $24.99 
3260	" $29,136.02 "	 $18.46 
3261	" $47,001.89 "	 $21.45 
3262	" $41,174.74 "	 $24.75 
3263	" $37,328.15 "	 $34.10 
3264	" $25,313.02 "	 $31.14 
3265	" $37,084.40 "	 $29.55 
3266	" $17,333.45 "	 $19.94 
3267	" $11,777.50 "	 $26.89 
3268	" $34,322.24 "	 $20.78 
3269	" $17,465.21 "	 $19.23 
3270	" $24,179.79 "	 $29.78 
3271	" $37,183.70 "	 $30.82 
3272	" $20,478.62 "	 $28.62 
3273	" $8,102.84 "	 $18.51 
3274	" $66,258.37 "	 $29.24 
3275	" $61,048.72 "	 $19.62 
3276	" $32,817.23 "	 $32.38 
3277	" $14,873.11 "	 $28.88 
3278	" $26,060.38 "	 $14.23 
