Obs	HORAS_ESCANEANDO	ARTICULOS_ESCANEADOS
16639	34.29	512.84
16640	14.4	220.75
16641	21.03	318.58
16642	20.94	318.33
16643	27.7	411.36
16644	37.77	574.01
16645	25.29	372.43
16646	16.64	259.08
16647	39.11	590.36
16648	15.81	243.99
16649	11.75	162.15
16650	12.78	185.9
16651	22.53	351.82
16652	17.97	274.84
16653	22.26	336.74
16654	25.2	380.82
16655	47.43	710.48
16656	31.67	477
16657	4.71	74.77
16658	15.39	234.69
16659	7.02	103.85
16660	91.46	1377.53
16661	21.72	322.26
16662	35.77	537.02
16663	4.65	66.56
16664	15.93	239.18
16665	12.3	178.1
16666	49.33	750.9
16667	26.12	389.63
16668	23.26	346.46
16669	25.13	374.54
16670	32.87	494.94
16671	19.58	294.22
16672	16.1	242.72
16673	7.51	120.84
16674	25.05	377.33
16675	14.79	234.26
16676	29.94	453.39
16677	87.69	1301.8
16678	19.3	289.72
16679	47.79	718.05
16680	38.02	564.96
16681	20.98	316.49
16682	47.13	708.33
16683	36.89	563.14
16684	5.32	82.05
16685	32.76	502.67
16686	14.25	210.89
16687	63.01	940.08
16688	20.84	309.41
16689	34.35	503.46
16690	17.11	254.93
16691	30.1	455.99
16692	44.83	673.97
16693	13.77	215.07
16694	21.96	319.36
16695	8.1	123.31
16696	16.94	262.62
16697	14.32	213.63
16698	40.52	604.73
16699	17.18	256.77
16700	22.33	333.79
16701	15.16	225.02
16702	20.8	317.58
16703	8.44	117.37
16704	76.06	1140.69
16705	10.04	144.39
16706	18.7	281.81
16707	11.86	180.89
16708	33.43	501.9
16709	17.89	264.36
16710	32.99	503.86
16711	28.26	426.33
16712	27.18	404.74
16713	30.74	451.91
16714	18.77	275.68
16715	15.11	226.71
16716	24.44	369.97
16717	50.28	741.94
16718	29.02	443.72
16719	34.69	526.53
16720	25.18	379.78
16721	38.71	582.06
16722	23.49	355.05
16723	24.72	375.38
16724	10.88	163.16
16725	27.41	407.36
16726	52.85	798.62
16727	40.55	611.93
16728	18.38	285.32
16729	8.54	133.6
16730	14.3	202.37
16731	40.57	608.08
16732	22.39	334.29
16733	41.77	628.6
16734	16.21	241.06
16735	59.58	894.75
16736	74.99	1119.69
16737	18	269.77
16738	33.22	492.85
16739	15.8	228.48
16740	30.88	469.51
16741	9.22	137.51
16742	33.3	505.68
16743	11.52	179.75
16744	24.04	361.5
16745	10.76	161.8
16746	10.95	164.34
16747	27.57	403.91
16748	7.03	104.19
16749	25.5	377.08
16750	4.96	72.66
16751	23.56	353.25
16752	16.06	246.58
16753	36.11	544.12
16754	37.79	566.28
16755	12.59	187.74
16756	8.24	130.81
16757	36.44	547.81
16758	31.62	480.02
16759	15.93	243.13
16760	7.74	116.36
16761	23.84	355.96
16762	11.25	169.48
16763	36.84	551.27
16764	7.94	120.69
16765	10.87	161.99
16766	21.38	324.52
16767	20.19	304.04
16768	94.64	1413.02
16769	26.16	390.94
16770	47.71	718.93
16771	15.9	245.08
16772	41.29	619.29
16773	10.9	159.13
16774	26.34	400.9
16775	21.73	328.09
16776	20.38	313.52
16777	18.06	276.98
16778	39.81	595.15
16779	8.21	120.18
16780	17.54	270.55
16781	11.82	182.88
16782	31.4	478.18
16783	22.36	339.87
16784	7.92	123.77
16785	7.04	111.9
16786	13.27	197.25
16787	46.11	697.75
16788	12.23	185.61
16789	14.26	214.44
16790	14.5	218.61
16791	20.46	297.36
16792	9.77	148.85
16793	13.38	198.33
16794	7.41	116.77
16795	22.07	335.99
16796	40.06	598.59
16797	4.75	69.51
16798	7.04	107.04
16799	40.62	604.52
16800	67.59	1016.09
16801	21.77	334.48
16802	15.75	235.96
16803	20.4	308.33
16804	5.34	84.63
16805	9.39	143
16806	22.12	331.47
16807	16.51	250.78
16808	18.54	267.53
16809	8.2	123.71
16810	23.64	359.01
16811	21.69	323.83
16812	6.54	99.84
16813	30.47	448.28
16814	28.38	425.33
16815	11.67	177.59
16816	8.95	136
16817	29.51	440
16818	34.36	516.98
16819	24.2	363.32
16820	15.59	228.09
16821	34.02	510.92
16822	4.83	77.91
16823	15.59	230.17
16824	14.68	231.97
16825	20.46	304.91
16826	4.54	67.87
16827	11.52	164.2
16828	46.63	695.67
16829	14.19	217.54
16830	21.64	327.11
16831	18.58	277.88
16832	57.37	860.41
16833	14.47	212.98
16834	148.24	2222.95
16835	33.34	505.49
16836	28.76	428.06
16837	38.74	589.65
16838	17.01	250.76
16839	4.92	83.74
16840	24.81	379.8
16841	28.58	424.68
16842	13.99	210.07
16843	11.49	167.28
16844	24.79	369.71
16845	26.81	398.04
16846	19.08	291.81
16847	28.65	429.9
16848	50.86	766.44
16849	12.03	179.63
16850	12.73	188.82
16851	25.89	392.3
16852	42.2	631.54
16853	29.73	458.88
16854	11.76	177.79
16855	17.08	259.01
16856	21.59	334.01
16857	51.24	769.64
16858	12.22	185.79
16859	11.12	169.38
16860	26.37	396.71
16861	14.64	221.34
16862	20.72	312.6
16863	10.81	166.24
16864	28.52	441.49
16865	26.62	400.71
16866	74.15	1108.96
16867	30.77	466.62
16868	19.29	285.76
16869	20.05	308.56
16870	14.3	220.1
16871	25.01	382.14
16872	39.91	588.08
16873	12.52	186.7
16874	47.14	707
16875	12.11	175.42
16876	6.59	97.82
16877	19.88	299.15
16878	38.25	564.91
16879	17.7	273.32
16880	30.94	464.34
16881	30.96	462
16882	15.14	228.25
16883	8.61	129.59
16884	23.21	346.1
16885	26.1	404.47
16886	21.72	318.83
16887	6.44	88.43
16888	13.68	205.7
16889	21.9	325.66
16890	24.92	377.33
16891	7.16	106.83
16892	24.64	358.09
16893	11.81	179.08
16894	14.17	215.53
16895	16.79	252.44
16896	38.35	567.49
16897	20.33	302.73
16898	57.71	863.65
16899	15.68	240.21
16900	31.49	474.44
16901	55.06	826.49
16902	23.58	358.09
16903	17.35	268.78
16904	21.05	315.97
16905	16.05	236.73
16906	18.31	272.58
16907	12.58	187.89
16908	25.73	386.67
16909	21.57	331.24
16910	26.72	392.12
16911	22.23	334.4
16912	29.51	444.67
16913	4.87	67.38
16914	34.31	513.64
16915	29.49	442.28
16916	35.2	532.2
16917	15.69	228.39
16918	12.15	181.82
16919	16.25	241.55
16920	12.54	194.86
16921	22.22	325.13
16922	19.56	292.41
16923	17.08	259.56
16924	7.98	117.44
16925	13.04	198.13
16926	6.25	94.03
16927	12.08	178.13
16928	32.77	486.77
16929	8.74	121.53
16930	29.74	433.83
16931	17.08	255.31
16932	42.6	636.71
16933	9.16	138.54
16934	8.77	137.97
16935	12.81	195.54
16936	12.99	194.29
16937	39.34	589.33
16938	6.63	99.29
16939	26.4	394.85
16940	18.15	266.75
16941	9.96	147.31
16942	8.85	131.31
16943	27.58	415.61
16944	10.13	148.51
16945	13.28	198.05
16946	27.16	408.62
16947	11.77	176.18
16948	23.37	358.26
16949	27.14	410.22
16950	40.31	610.92
16951	18.13	276.55
16952	43.26	649.06
16953	14.83	223.8
16954	19.88	304.5
16955	18.02	262.81
16956	11.18	160.83
16957	30.25	451.8
16958	14.35	214.99
16959	13.17	196.9
16960	47.18	702.09
16961	12.9	197.66
16962	11.95	178.64
16963	28.76	423.41
16964	14.97	222.7
16965	26.16	393.78
16966	44.21	664.74
16967	57.73	865.35
16968	11.71	172.15
16969	18.57	278.26
16970	37.03	559.61
16971	31.56	479.54
16972	10.12	154.03
16973	16.4	248.35
16974	27.28	415.62
16975	24.45	367.76
16976	31.16	460.38
16977	10.49	160.57
16978	22.15	332.81
16979	29.36	436.52
16980	41.43	624.39
16981	21.52	328.57
16982	11.17	164.08
16983	16.88	251.48
16984	9.2	134.71
16985	25.68	383.23
16986	25.1	377.13
16987	22.01	331.52
16988	60.4	909.66
16989	19.18	286.65
16990	46.51	695.12
16991	20.11	301.92
16992	31.02	463.48
16993	21.65	331.87
16994	23	341.4
16995	10.33	152.97
16996	51.73	771.16
16997	62.31	933.79
16998	22.24	337.77
16999	14.81	223.39
17000	12.8	192.64
17001	19.41	281.26
17002	38.96	583.66
17003	23.13	346.38
17004	9.67	151.4
17005	23.9	361.44
17006	22.7	343.85
17007	11.65	174.12
17008	15.4	223.52
17009	5.82	88.15
17010	20.86	316.12
17011	40.91	604.81
17012	29.16	444.86
17013	32.99	499.06
17014	8.61	128.01
17015	11.64	175.72
17016	18.03	266.48
17017	24.26	355.52
17018	21.75	324.67
17019	11.25	167.42
17020	17.25	254.45
17021	10.18	147.05
17022	16.97	254.56
17023	10.62	162.49
17024	15.4	228.02
17025	41.15	609.17
17026	15.16	225.07
17027	21.4	318.34
17028	5.59	79.73
17029	15.39	244.57
17030	13.82	212.96
17031	16.29	238.4
17032	15.27	228.07
17033	17.5	262.73
17034	28.32	419.21
17035	29.01	437.21
17036	24.23	361.62
17037	23.39	360.36
17038	14.41	223.02
17039	37.64	568.34
17040	12.1	174.47
17041	12.7	183.44
17042	15.77	237.51
17043	9.96	152.15
17044	10.68	167.04
17045	14.15	212.59
17046	30.16	447.59
17047	27.12	409.51
17048	16.66	256.03
17049	8.61	126.9
17050	26.65	403.18
17051	32.38	484.31
17052	13.84	204.77
17053	22.38	334.97
17054	10.41	156.53
17055	11.57	169.43
17056	10.64	159.8
17057	26.17	389.82
17058	21.76	322.94
17059	47.46	709.34
17060	22.29	337.15
17061	40.46	608.16
17062	32.59	486.34
17063	25.22	375.32
17064	14.85	223.91
17065	10.08	143.78
17066	19.75	301.66
17067	18.49	279.21
17068	40.01	610.88
17069	56.09	838.53
17070	12.27	193.28
17071	15.97	233.53
17072	24.05	357.21
17073	14.01	212.81
17074	10.93	167.37
17075	50.21	743.7
17076	21.38	319.47
17077	20.49	311.43
17078	30.5	451.93
17079	16.49	242.73
17080	29.9	454.13
17081	9.44	141.4
17082	24.04	357.76
17083	38.23	571.49
17084	10.47	160.79
17085	11.26	169.04
17086	31.36	473.81
17087	21.47	325.92
17088	40.41	613.38
17089	4.61	69.06
17090	14.5	218.06
17091	16.47	247.47
17092	39.66	596.69
17093	12.89	186.63
17094	45.17	670.84
17095	24.62	373.46
17096	16.3	257.63
17097	16.26	246.52
17098	14.52	213.18
17099	18.91	283.34
17100	26.2	390.1
17101	47.97	727.37
17102	35.22	529.23
17103	15.59	236.52
17104	11.05	163.84
17105	21.1	310.49
17106	14.03	198.74
17107	11.56	175.25
17108	3.69	64.29
17109	28.45	422.03
17110	21.52	324.59
17111	24.35	364.4
17112	23.35	355.91
17113	28.19	423.24
17114	29.55	443
17115	21.48	326.23
17116	44.77	671.72
17117	11.07	163.25
17118	25.14	372.57
17119	11.16	170.9
17120	13.62	195.92
17121	22.42	341.96
17122	15.15	227.61
17123	32.01	468.34
17124	15.38	234.93
17125	17.46	257.11
17126	26.37	400.19
17127	18.59	283.97
17128	29.78	445.91
17129	27.77	412.81
17130	19.86	304.52
17131	17.68	264.73
17132	17.33	265.59
17133	18.83	277.61
17134	33.85	507.57
17135	19.78	295.07
17136	26.15	389.02
17137	14.21	220.82
17138	34.06	514.15
17139	30.73	463.78
17140	15.96	238.99
17141	10.73	161.18
17142	27.09	398.26
17143	31.6	481.32
17144	23.08	340.86
17145	67.08	1008.79
17146	7.53	109.95
17147	21.64	323.86
17148	4.47	66.73
17149	9.7	139.78
17150	20.22	314.96
17151	33.34	505.45
17152	22.6	348.07
17153	16.92	253.74
17154	19.84	303.64
17155	45.57	675.89
17156	18.83	281.78
17157	25.83	392.75
17158	12.15	182.6
17159	30.89	470.86
17160	22.61	336.22
17161	9.12	139.83
17162	72.18	1084.46
17163	64.82	968.89
17164	12.66	196.69
17165	15.76	238.55
17166	40.99	609.4
17167	56.47	850.92
17168	28.43	433.86
17169	14.58	211.48
17170	14.11	220.32
17171	10.48	160.31
17172	17.55	264.86
17173	15.62	244.6
17174	46.93	710.41
17175	14.94	224.18
17176	28.67	433.85
17177	16.71	247.37
17178	7.57	122.6
17179	11.12	157.07
17180	28.66	421.98
17181	9.44	146.09
17182	45.52	679.66
17183	40.59	612.16
17184	8.43	119.67
17185	17.99	273.84
17186	21.2	321.68
17187	25.24	381.17
17188	5.02	78.23
17189	9.83	141.99
17190	31.19	467.82
17191	15.04	230.9
17192	21.2	326.44
17193	9.6	149.09
17194	18.05	274.34
17195	25.89	393.47
17196	42.91	649.1
17197	30.42	444.92
17198	28.86	425.69
17199	12.88	205.54
17200	14.84	225.1
17201	12.48	192.24
17202	7.43	115.21
17203	11.42	163.54
17204	15.74	233.44
17205	16.12	238.75
17206	22.33	335.8
17207	20.03	303.06
17208	24.79	371.39
17209	20.9	315.87
17210	39.17	593.55
17211	29.95	452.77
17212	18.55	278.98
17213	13.19	195.98
17214	27.13	417
17215	23.95	363.96
17216	35.92	534.18
17217	45.86	690.18
17218	19.7	294.4
17219	36.57	550.82
17220	14.04	211.97
17221	21.96	331.44
17222	23.39	351.35
17223	10.54	156.47
17224	21.26	320.76
17225	27.26	415.52
17226	12.47	182.13
17227	21.28	327.77
17228	19.42	296.77
17229	30.93	462.89
17230	42.21	631.13
17231	37.3	564.11
17232	17.12	261.36
17233	19.69	289.85
17234	21.06	317.88
17235	15.51	229.09
17236	19.45	294.74
17237	16.71	248.98
17238	21.6	327.19
17239	5.91	94.51
17240	10.5	171.43
17241	49.01	730.33
17242	14.7	220.49
17243	33.92	514.45
17244	14.82	217.3
17245	19.53	297.81
17246	54.54	823.85
17247	38.8	575.18
17248	117.19	1766.04
17249	19.99	301.14
17250	13.71	203.44
17251	7.95	115.83
17252	10.36	154.94
17253	49.01	735.94
17254	21.06	310.95
17255	16.55	249.72
17256	25.82	386.58
17257	6.38	96.58
17258	23.04	354.77
17259	22.51	344.79
17260	13.14	202.7
17261	21.68	331.97
17262	40.91	619.1
17263	13.45	207.49
17264	28.82	430.16
17265	37.26	558.58
17266	10.82	165.5
17267	18.47	281.82
17268	24.21	365.39
17269	15.81	247.47
17270	12.08	182.73
17271	74.01	1114.95
17272	17.22	261.31
17273	15.29	237.15
17274	31.35	464
17275	13.88	205.75
17276	18.42	272.1
17277	33.98	507.95
17278	22.98	348.67
17279	16.91	247.38
17280	31.01	459.83
17281	45.86	692.26
17282	10.33	150.65
17283	6.7	98.71
17284	14.8	215.54
17285	59.7	895.79
17286	15.85	241.39
17287	15.87	244.77
17288	78.36	1181.29
17289	8.35	122.17
17290	14.01	210.18
17291	29.66	451.69
17292	40.76	604.85
17293	53.58	809.21
17294	26.2	394.37
17295	208.44	3128.05
17296	15.47	234.53
17297	19.55	289.49
17298	40.68	610.34
17299	12.6	193.14
17300	51.4	769.83
17301	66.08	990.79
17302	31.78	482.88
17303	39.2	590.37
17304	22.79	338.48
17305	11.52	176.16
17306	18.04	270.22
17307	32.8	490.11
17308	29.23	448.97
17309	21.85	321.81
17310	25.14	377.24
17311	21.49	318.34
17312	9.85	155.93
17313	4.67	71.21
17314	17.27	253.78
17315	29.33	440.46
17316	24.94	373.25
17317	8.77	126.04
17318	13.53	196.12
17319	19.06	285.38
17320	9.41	138.51
17321	14.04	224.21
17322	58.12	875.54
17323	38.09	561.19
17324	15.68	235.13
17325	11.88	183.07
17326	43.79	654.03
17327	29.05	432.06
17328	137.6	2061.11
17329	10.5	160.66
17330	40.38	611.16
17331	39.63	597.58
17332	19.33	290.36
17333	5.86	91.83
17334	12.6	191.36
17335	9.43	132.65
17336	10.42	145.79
17337	42.05	638.03
17338	22.06	330.17
17339	15.83	231.65
17340	12.29	184.62
17341	13.57	204.53
17342	40.49	613.97
17343	23.23	342.62
17344	64.84	973.87
17345	23.46	350.83
17346	13.28	190.4
17347	23.39	352.2
17348	13.88	214.45
17349	16.95	257.07
17350	49.09	747.79
17351	39.05	590.82
17352	15.2	225.65
17353	16.12	240.29
17354	15.09	231.17
17355	8.35	134.62
17356	14.58	212.42
17357	11.97	178.11
17358	20.3	303.3
17359	42.68	633.79
17360	14.48	209.63
17361	13.16	191.7
17362	29.63	438.99
17363	11.2	166.5
17364	12.29	182.84
17365	10.04	144.8
17366	9.96	142.3
17367	35.19	526.06
17368	10.09	150.01
17369	92.59	1391.85
17370	18.36	277.54
17371	14.01	212.86
17372	11.39	179.58
17373	21.8	314.21
17374	24.32	364.03
17375	12.9	197.57
17376	42.39	639.58
17377	13.08	202.2
17378	46.7	701.27
17379	26.03	388.18
17380	12.02	184.69
17381	10.16	152.47
17382	8.59	118.71
17383	16.89	257.61
17384	7.63	119.53
17385	16.63	250.48
17386	11.09	170.84
17387	23.44	353.02
17388	17.46	263.7
17389	11.86	176.74
17390	7.19	110.29
17391	57.14	859.14
17392	36.3	534.61
17393	47.66	721.24
17394	26.32	390.8
17395	6.83	98.67
17396	13.13	202.95
17397	26.72	393.85
17398	31.08	468.43
17399	37.42	566.19
17400	14.24	207.83
17401	13.21	194.74
17402	36.78	539.45
17403	12.87	195.2
17404	17.56	263.84
17405	9.83	138.95
17406	32.45	482.54
17407	21.19	318.01
17408	19.33	283.78
17409	13.16	201.25
17410	8.86	130.6
17411	19.53	290.89
17412	26.15	386.52
17413	32.99	499.19
17414	18.26	274.21
17415	19.81	297.44
17416	17.65	270.36
17417	50.45	765.57
17418	53.57	798.52
17419	15.47	242.23
17420	49.06	740.46
17421	20.03	300.28
17422	47.13	711.99
17423	5.09	80.32
17424	19.2	300.03
17425	21.37	317.7
17426	6.61	98.36
17427	18.63	277.53
17428	7.22	109.46
17429	18.21	269.41
17430	25.41	384.99
17431	28.41	424.8
17432	10.09	157.89
17433	13.58	209.05
17434	18.37	276.86
17435	28.56	427.17
17436	10.8	167.66
17437	15.54	231.72
17438	28.49	430.42
17439	15.61	230.81
17440	11.8	179.29
17441	9.49	140.37
17442	26.28	394.62
17443	5.82	90.56
17444	10.98	172
17445	31.28	466.08
17446	18.89	281.22
17447	17.3	253.53
17448	18.96	275.6
17449	45.96	689.84
17450	20.79	307.11
17451	21.23	320.31
17452	21.66	327.83
17453	14.94	225.95
17454	11.52	176.74
17455	7.25	104.51
17456	6.09	94.01
17457	35.01	525.28
17458	7.86	121.21
17459	10.73	159.97
17460	27.6	422.4
17461	11.2	162.53
17462	19.06	293.48
17463	13.86	200.31
17464	19.3	293.82
17465	44.33	663.18
17466	12.24	186.71
17467	18.21	279.07
17468	18.65	277.11
17469	3.6	54.96
17470	21.78	336.62
17471	18.58	288.62
17472	5.8	88.29
17473	9.98	160.91
17474	59.99	900.72
17475	15.2	230.62
17476	20.29	300.08
17477	7.1	111.7
17478	18.78	281.39
17479	12.66	178.45
17480	14.59	214.21
17481	28.31	422.88
17482	17.59	260.19
17483	23	348.06
17484	8.97	133.75
17485	13.65	207.42
17486	50.03	754.95
17487	12.37	185.99
17488	21.27	322.17
17489	17.01	248.6
17490	19.77	302.36
17491	41.66	617.99
17492	21.31	316.25
17493	13.63	205.75
17494	17.86	270.34
17495	13.88	209.48
17496	8.22	121.1
17497	62.16	928.41
17498	11.97	181.37
17499	10.77	162.13
17500	14.89	226.92
17501	17.75	264.23
17502	6.79	100.05
17503	23.79	361.86
17504	12	186.33
17505	14.05	204.01
17506	100.61	1509.42
17507	18.97	282.23
17508	9.94	145.21
17509	18.54	280.94
17510	13.84	214.61
17511	19.66	297.38
17512	35.12	522.98
17513	19.84	295.48
17514	43.81	662.01
17515	27.27	409.2
17516	19.44	275.96
17517	19.67	303.17
17518	8.61	123.14
17519	23.76	361.22
17520	24.69	371.08
17521	25.37	378.63
17522	21.84	326.47
17523	17.04	263.84
17524	23.82	355.24
17525	15.11	225.64
17526	9.81	145.45
17527	25.66	382.46
17528	15	222.77
17529	17.17	258.19
17530	10.03	150.25
17531	16.08	243.06
17532	42.51	640.59
17533	105.06	1582.86
17534	26.6	393.48
17535	24.46	367.64
17536	8.18	126.16
17537	13.72	207.66
17538	15.79	234.86
17539	32.87	497.76
17540	136.89	2048.65
17541	30.04	458.42
17542	38.37	577.76
17543	17.97	272.45
17544	14.89	222.61
17545	15.41	226.67
17546	15.9	238.24
17547	33.08	491.36
17548	16.75	243.82
17549	27.1	406.89
17550	9.11	139.04
17551	32.21	486.28
17552	33.66	498.94
17553	6.71	100.93
17554	35.29	537.95
17555	16.47	249.15
17556	13.58	203.51
17557	34.52	522.37
17558	36.43	544.92
17559	24.13	363.81
17560	44.23	668.17
17561	14.05	209.22
17562	9.5	140.19
17563	13.63	201.53
17564	25.94	390.89
17565	25.74	379.3
17566	37.66	575.33
17567	17.47	259.39
17568	37.95	569.9
17569	16.93	250.12
17570	23.12	348.33
17571	9.69	147.08
17572	24.57	362.23
17573	24.29	367.12
17574	9.98	153.07
17575	20.52	308.24
17576	9.46	145.28
17577	23.17	354.61
17578	24.79	377.03
17579	17.13	253.21
17580	16.4	238.02
17581	27.88	422.67
17582	74.49	1119.38
17583	14.74	222.26
17584	14.26	215.59
17585	20.31	308.44
17586	15.33	233.2
17587	13.62	205.31
17588	19.96	304.77
17589	37.94	557.02
17590	15.9	231.77
17591	14.56	216.9
17592	20.47	305.55
17593	34.6	514.15
17594	31.49	475.54
17595	48.11	727.97
17596	40.43	605.44
17597	36.02	531.96
17598	14.77	214.66
17599	35.87	534.91
17600	27.44	404.56
17601	20.34	304.19
17602	13.26	203.12
17603	33.82	507.48
17604	11.02	167.21
17605	16.62	250.1
17606	25.85	389.44
17607	9.59	145.18
17608	21.78	333.47
17609	8.64	129.81
17610	6.95	103.08
17611	4.79	68.48
17612	41.62	623.65
17613	45.17	679.68
17614	35.47	526.77
17615	4.66	65.01
17616	16.84	251.3
17617	25.83	392.18
17618	6.96	99.41
17619	117.24	1759.41
17620	27.6	413.02
17621	13.31	200.86
17622	18.34	274.74
17623	15.78	240.34
17624	25.9	389.01
17625	8.85	127.29
17626	14.32	214.56
17627	19.16	289.64
17628	33.64	500.34
17629	18.75	287.85
17630	47.51	723.23
17631	65.59	989.87
17632	18.55	271.77
17633	40.92	612.68
17634	14.83	229.03
17635	17.66	266.44
17636	17.82	270.58
17637	24.9	372.6
17638	16.64	248.07
17639	23.07	347.58
17640	34.48	522.02
17641	14.24	217.28
17642	32.14	474.42
17643	10.97	163.34
17644	14.76	218.04
17645	7.92	118.56
17646	15.24	223.83
17647	26.14	384.38
17648	38.62	583.16
17649	32.08	489.44
17650	36.68	549.25
17651	46.96	708.31
17652	17.16	263.39
17653	21.31	315.69
17654	14.55	214.41
17655	16.42	245.62
17656	62.56	934.24
17657	39.19	589.63
17658	15.46	226.19
17659	27.14	408.71
17660	10.84	163.91
17661	21.4	319.99
17662	19.86	299.33
17663	21.77	328.4
17664	18.92	289.69
17665	34.71	522.28
17666	25.97	384.15
17667	8.26	120.2
17668	18.52	274.32
17669	34.06	507.21
17670	19.08	282.1
17671	47.79	708.55
17672	16.45	243.75
17673	33.2	491.64
17674	22.15	334.44
17675	12.4	185.18
17676	10	155.66
17677	48.3	725.41
17678	51.97	775.87
17679	57.09	859.74
17680	39.99	609.28
17681	58.79	872.7
17682	41.03	616.69
17683	20.03	303.25
17684	19.07	285.45
17685	12.66	187.74
17686	10.38	157.26
17687	6.95	101.99
17688	13.49	197.09
17689	11.63	166.39
17690	30.99	465.55
17691	8.29	118.43
17692	11	158.65
17693	22.84	339.11
17694	7.12	110.51
17695	8.38	121.19
17696	21.7	333.64
17697	11.52	172.6
17698	6.45	105.12
17699	14.22	217.76
17700	16.04	243.76
17701	19.09	292.09
17702	26.7	402.13
17703	48.27	731.64
17704	24.81	380.04
17705	7.95	110.25
17706	5.09	73.06
17707	58.29	868.76
17708	13.76	214.43
17709	51.59	771.52
17710	24.99	367.41
17711	21.37	334.2
17712	5.14	72.51
17713	15.5	232.67
17714	14.44	213.11
17715	26	397.45
17716	34.63	517.43
17717	23.76	358.54
17718	36.7	546.21
17719	13.19	187.62
17720	18.15	265.38
17721	13.08	204.98
17722	25.9	381.19
17723	11.69	171.64
17724	11.07	168.82
17725	37.32	556.49
17726	11.69	177.05
17727	4.56	72.16
17728	10.72	154.17
17729	28.84	431.6
17730	9.16	143.67
17731	15.01	225.86
17732	32.32	484.35
17733	21.52	322.31
17734	28.89	424.25
17735	23.88	366.51
17736	34.37	522.4
17737	73.85	1102.7
17738	14.78	221.96
17739	11.77	176.88
17740	19.17	281.64
17741	30.35	454.2
17742	65.13	980.02
17743	20.5	312.81
17744	28.86	438.21
17745	14.13	217.75
17746	18.14	275.97
17747	23.8	366.3
17748	54.28	805.37
17749	17.16	259.05
17750	4.7	66.75
17751	12.22	178.5
17752	24.94	366.4
17753	21.57	319.16
17754	23.28	348.53
17755	41.31	624.52
17756	114.3	1707.1
17757	41.79	617.97
17758	34.63	517.2
17759	13.59	202.46
17760	24.23	360.15
17761	16.04	241.83
17762	28.7	427.34
17763	11	164.54
17764	35.41	534.42
17765	26.71	405.32
17766	17.74	264.99
17767	25.46	376.53
17768	17.64	258.54
17769	13.14	197.59
17770	26.17	391.45
17771	23.27	343.1
17772	8.81	128.04
17773	59.96	903.84
17774	32.09	487.03
17775	38.28	580.15
17776	11.07	165.59
17777	18.9	276.88
17778	34.42	518.06
17779	21.56	321.43
17780	34.96	522.17
17781	30.13	449.62
17782	19.23	290.32
17783	20.8	301.48
17784	31.3	465.45
17785	15.04	226.55
17786	44.06	659.78
17787	9.87	144.57
17788	14.66	218.03
17789	24	357.78
17790	11.62	173.31
17791	24.99	382.22
17792	35.25	529.5
17793	7.36	111.91
17794	16.3	237.49
17795	7.89	129.52
17796	12.03	182.63
17797	31.79	479.02
17798	4.43	63.1
17799	20.45	304.54
17800	21.21	311.82
17801	5.07	79.94
17802	6.2	91.95
17803	8.28	118.48
17804	26.42	402.77
17805	8.72	139.09
17806	15.12	230.64
17807	29.77	441.37
17808	16.97	260.01
17809	8.82	143.05
17810	42.35	633.42
17811	19.18	283.09
17812	15.4	226.63
17813	31.51	465.86
17814	10.36	151.68
17815	21.94	324.7
17816	27.28	416.46
17817	61.12	918.81
17818	8.18	119.49
17819	33.93	508
17820	13.26	184.5
17821	41.43	615.57
17822	7.11	102.8
17823	18.74	285.08
17824	19.71	304.21
17825	18.91	283.13
17826	16.6	246.73
17827	22.83	340.99
17828	37.02	561.1
17829	26.28	389.03
17830	29.2	433.7
17831	7.43	111.56
17832	18.43	281.11
17833	34.27	514.48
17834	5.22	80.8
17835	13.09	198.13
17836	16.59	252.96
17837	10.05	150.41
17838	18.48	280.62
17839	7.33	117.74
17840	17.78	270.45
17841	34.77	519.22
17842	12.75	185.77
17843	47.25	716.89
17844	13.85	213.9
17845	13.28	203
17846	15.94	238.24
17847	21.18	326.68
17848	46.95	701.53
17849	18.01	272.8
17850	15.45	232.76
17851	20.59	311.27
17852	36.65	546.86
17853	17.45	261.81
17854	9.47	149.57
17855	18.69	284.8
17856	12.34	182.17
17857	18.24	274.07
17858	29.52	449.99
17859	34.18	511.41
17860	41.21	619.01
17861	18.35	281.51
17862	31.36	470.78
17863	19.1	282.18
17864	9.85	156.79
17865	8.18	126.65
17866	13.39	192.61
17867	53.59	807.91
17868	28.66	436.51
17869	62.4	933.27
17870	20.61	312.85
17871	33.82	502.26
17872	19.94	304.51
17873	13.76	205.18
17874	34.07	509.87
17875	13.06	204.25
17876	4.48	62.04
17877	24.21	363.05
17878	17.02	259.9
17879	27.74	416.72
17880	39.13	579.18
17881	15.25	234.57
17882	11.29	162.66
17883	11.49	175.98
17884	70.01	1055.63
17885	41.1	628.68
17886	25.65	390.2
17887	15.55	233.24
17888	27.13	398.01
17889	24.25	360.24
17890	21.95	324.65
17891	21.55	326.82
17892	15.91	246.84
17893	10.07	149.77
17894	26.17	398.77
17895	9.28	139.97
17896	20.06	308.56
17897	31.1	460.67
17898	45.18	678.77
17899	15.18	220.51
17900	38.08	570.22
17901	12.74	181.29
17902	11.29	165.95
17903	19.27	294.37
17904	23.78	364.9
17905	30.45	455.01
17906	12.6	184.23
17907	12.69	191.13
17908	15.24	226.19
17909	13.03	200.27
